order_id,created_at,website_session_id,user_id,primary_product_id,items_purchased,price_usd,cogs_usd
8900,2013-11-29 15:41:40.000,157792,137653,2,1,59.99,22.49
8901,2013-11-29 15:43:37.000,157794,137655,1,1,49.99,19.49
8902,2013-11-29 15:49:30.000,157843,137704,2,1,59.99,22.49
8903,2013-11-29 15:52:10.000,157838,137699,1,2,109.98,41.98
8904,2013-11-29 16:02:19.000,157863,137724,1,1,49.99,19.49
8905,2013-11-29 16:04:27.000,157877,137738,1,1,49.99,19.49
8906,2013-11-29 16:08:49.000,157902,137763,1,1,49.99,19.49
8907,2013-11-29 16:15:25.000,157929,137790,2,1,59.99,22.49
8908,2013-11-29 16:16:53.000,157931,137792,1,1,49.99,19.49
8909,2013-11-29 16:18:51.000,157954,137814,1,1,49.99,19.49
8910,2013-11-29 16:22:39.000,157960,137820,1,1,49.99,19.49
8911,2013-11-29 16:28:15.000,157991,137851,1,1,49.99,19.49
8912,2013-11-29 16:35:54.000,158059,137916,1,1,49.99,19.49
8913,2013-11-29 16:43:29.000,158042,137900,1,1,49.99,19.49
8914,2013-11-29 16:52:49.000,158089,137946,1,1,49.99,19.49
8915,2013-11-29 16:55:22.000,158085,137942,1,1,49.99,19.49
8916,2013-11-29 17:00:13.000,158130,137985,1,1,49.99,19.49
8917,2013-11-29 17:07:58.000,158177,138031,1,1,49.99,19.49
8918,2013-11-29 17:13:23.000,158193,138047,1,1,49.99,19.49
8919,2013-11-29 17:25:57.000,158248,138102,1,1,49.99,19.49
8920,2013-11-29 17:27:19.000,158256,138110,1,1,49.99,19.49
8921,2013-11-29 17:43:12.000,158291,138145,1,1,49.99,19.49
8922,2013-11-29 17:46:38.000,158327,138179,1,1,49.99,19.49
8923,2013-11-29 17:47:14.000,158324,138176,1,1,49.99,19.49
8924,2013-11-29 17:50:38.000,158370,138220,1,1,49.99,19.49
8925,2013-11-29 17:51:57.000,158366,105777,1,1,49.99,19.49
8926,2013-11-29 17:58:48.000,158368,138218,1,1,49.99,19.49
8927,2013-11-29 18:06:32.000,158416,138266,1,1,49.99,19.49
8928,2013-11-29 18:08:09.000,158429,138278,1,1,49.99,19.49
8929,2013-11-29 18:14:15.000,158439,138288,1,1,49.99,19.49
8930,2013-11-29 18:22:57.000,158482,138331,2,1,59.99,22.49
8931,2013-11-29 18:35:23.000,158516,138364,1,1,49.99,19.49
8932,2013-11-29 18:38:08.000,158539,138387,2,1,59.99,22.49
8933,2013-11-29 18:57:30.000,158577,138425,1,1,49.99,19.49
8934,2013-11-29 19:04:24.000,158594,138441,1,1,49.99,19.49
8935,2013-11-29 19:15:33.000,158623,138470,2,1,59.99,22.49
8936,2013-11-29 19:19:22.000,158641,138488,1,1,49.99,19.49
8937,2013-11-29 19:35:05.000,158662,138509,1,1,49.99,19.49
8938,2013-11-29 19:36:16.000,158670,138517,1,1,49.99,19.49
8939,2013-11-29 19:51:24.000,158707,138552,1,1,49.99,19.49
8940,2013-11-29 19:52:40.000,158697,138544,1,1,49.99,19.49
8941,2013-11-29 19:53:02.000,158715,138560,1,1,49.99,19.49
8942,2013-11-29 20:15:44.000,158763,138607,1,1,49.99,19.49
8943,2013-11-29 20:15:49.000,158753,138598,2,1,59.99,22.49
8944,2013-11-29 20:16:20.000,158748,138593,1,1,49.99,19.49
8945,2013-11-29 20:21:58.000,158771,138615,1,1,49.99,19.49
8946,2013-11-29 20:27:48.000,158783,138626,1,1,49.99,19.49
8947,2013-11-29 20:51:19.000,158850,138692,1,1,49.99,19.49
8948,2013-11-29 20:54:27.000,158855,138697,2,1,59.99,22.49
8949,2013-11-29 21:07:25.000,158877,138719,1,1,49.99,19.49
8950,2013-11-29 21:08:58.000,158894,138736,1,1,49.99,19.49
8951,2013-11-29 21:10:01.000,158887,138729,1,1,49.99,19.49
8952,2013-11-29 21:24:32.000,158910,138752,1,1,49.99,19.49
8953,2013-11-29 21:39:11.000,158959,132826,1,1,49.99,19.49
8954,2013-11-29 21:49:36.000,158978,138819,1,1,49.99,19.49
8955,2013-11-29 21:58:09.000,158992,138833,1,1,49.99,19.49
8956,2013-11-29 22:00:34.000,159004,138845,1,1,49.99,19.49
8957,2013-11-29 22:02:28.000,159021,138862,1,1,49.99,19.49
8958,2013-11-29 22:10:27.000,159019,138860,1,1,49.99,19.49
8959,2013-11-29 22:11:28.000,159056,138897,1,1,49.99,19.49
8960,2013-11-29 22:13:07.000,159042,138883,1,1,49.99,19.49
8961,2013-11-29 22:24:48.000,159069,138910,2,1,59.99,22.49
8962,2013-11-29 22:34:22.000,159080,138921,1,1,49.99,19.49
8963,2013-11-29 22:37:00.000,159088,138929,1,1,49.99,19.49
8964,2013-11-29 22:56:53.000,159129,138969,1,1,49.99,19.49
8965,2013-11-29 22:58:39.000,159149,138988,1,1,49.99,19.49
8966,2013-11-29 22:59:32.000,159148,138987,1,1,49.99,19.49
8967,2013-11-29 23:04:47.000,159151,138990,1,1,49.99,19.49
8968,2013-11-29 23:04:50.000,159155,138994,2,1,59.99,22.49
8969,2013-11-29 23:08:46.000,159169,139007,1,1,49.99,19.49
8970,2013-11-29 23:10:03.000,159171,139009,1,1,49.99,19.49
8971,2013-11-29 23:12:27.000,159182,139020,2,1,59.99,22.49
8972,2013-11-29 23:16:39.000,159198,139036,1,1,49.99,19.49
8973,2013-11-29 23:25:46.000,159199,139037,1,1,49.99,19.49
8974,2013-11-29 23:39:07.000,159225,139063,1,1,49.99,19.49
8975,2013-11-29 23:39:14.000,159232,139070,1,1,49.99,19.49
8976,2013-11-29 23:45:36.000,159238,139076,1,1,49.99,19.49
8977,2013-11-30 00:11:31.000,159297,139135,1,1,49.99,19.49
8978,2013-11-30 00:21:28.000,159309,139146,1,2,109.98,41.98
8979,2013-11-30 02:30:10.000,159328,139162,1,1,49.99,19.49
8980,2013-11-30 05:29:02.000,159337,139171,1,1,49.99,19.49
8981,2013-11-30 07:42:09.000,159350,139183,1,1,49.99,19.49
8982,2013-11-30 11:05:44.000,159372,124890,1,1,49.99,19.49
8983,2013-11-30 11:53:09.000,159381,139206,1,1,49.99,19.49
8984,2013-11-30 13:14:19.000,159401,139226,1,1,49.99,19.49
8985,2013-11-30 13:46:15.000,159411,139235,1,1,49.99,19.49
8986,2013-11-30 21:47:37.000,159490,139299,1,1,49.99,19.49
8987,2013-12-01 12:35:30.000,159589,109828,1,1,49.99,19.49
8988,2013-12-01 14:12:58.000,159608,139397,1,1,49.99,19.49
8989,2013-12-01 16:10:23.000,159633,139417,1,1,49.99,19.49
8990,2013-12-01 19:35:17.000,159656,130229,1,1,49.99,19.49
8991,2013-12-01 22:34:12.000,159701,138792,1,1,49.99,19.49
8992,2013-12-02 00:57:56.000,159777,139543,1,1,49.99,19.49
8993,2013-12-02 01:08:21.000,159792,139558,2,1,59.99,22.49
8994,2013-12-02 01:12:35.000,159785,139551,1,1,49.99,19.49
8995,2013-12-02 01:18:11.000,159805,139571,1,1,49.99,19.49
8996,2013-12-02 01:42:50.000,159842,126446,1,1,49.99,19.49
8997,2013-12-02 01:46:47.000,159855,139620,1,1,49.99,19.49
8998,2013-12-02 02:30:04.000,159896,139660,1,1,49.99,19.49
8999,2013-12-02 02:41:56.000,159905,139669,1,1,49.99,19.49
9000,2013-12-02 03:02:21.000,159921,139685,1,1,49.99,19.49
9001,2013-12-02 03:16:06.000,159935,139698,1,1,49.99,19.49
9002,2013-12-02 03:45:54.000,159951,139714,1,1,49.99,19.49
9003,2013-12-02 03:48:08.000,159966,139728,1,1,49.99,19.49
9004,2013-12-02 04:02:28.000,159970,139732,1,1,49.99,19.49
9005,2013-12-02 05:05:59.000,160026,139787,2,1,59.99,22.49
9006,2013-12-02 05:22:22.000,160039,139800,2,2,109.98,41.98
9007,2013-12-02 05:25:41.000,160048,139809,1,2,109.98,41.98
9008,2013-12-02 05:56:20.000,160070,139831,1,2,109.98,41.98
9009,2013-12-02 06:00:59.000,160082,139843,2,1,59.99,22.49
9010,2013-12-02 06:16:18.000,160101,139862,1,1,49.99,19.49
9011,2013-12-02 07:17:48.000,160163,139922,1,1,49.99,19.49
9012,2013-12-02 07:21:37.000,160156,139915,1,1,49.99,19.49
9013,2013-12-02 07:32:56.000,160191,139950,1,1,49.99,19.49
9014,2013-12-02 07:41:18.000,160200,139958,1,1,49.99,19.49
9015,2013-12-02 07:46:57.000,160189,139948,1,1,49.99,19.49
9016,2013-12-02 07:49:02.000,160198,139956,1,1,49.99,19.49
9017,2013-12-02 07:52:10.000,160216,139974,1,1,49.99,19.49
9018,2013-12-02 08:22:52.000,160243,140001,1,1,49.99,19.49
9019,2013-12-02 08:24:31.000,160246,140004,2,1,59.99,22.49
9020,2013-12-02 08:26:33.000,160260,140018,1,2,109.98,41.98
9021,2013-12-02 08:32:16.000,160258,140016,1,1,49.99,19.49
9022,2013-12-02 08:41:29.000,160266,140024,1,1,49.99,19.49
9023,2013-12-02 08:49:31.000,160280,140038,1,1,49.99,19.49
9024,2013-12-02 09:17:40.000,160336,140092,1,1,49.99,19.49
9025,2013-12-02 09:21:43.000,160359,140114,1,1,49.99,19.49
9026,2013-12-02 09:22:06.000,160340,140096,2,1,59.99,22.49
9027,2013-12-02 09:27:54.000,160355,140110,1,1,49.99,19.49
9028,2013-12-02 09:28:41.000,160363,140118,1,1,49.99,19.49
9029,2013-12-02 09:29:43.000,160376,140131,1,1,49.99,19.49
9030,2013-12-02 09:50:39.000,160436,140190,1,1,49.99,19.49
9031,2013-12-02 09:54:56.000,160449,140203,1,1,49.99,19.49
9032,2013-12-02 09:56:55.000,160442,140196,1,1,49.99,19.49
9033,2013-12-02 09:58:56.000,160480,140234,1,1,49.99,19.49
9034,2013-12-02 10:00:23.000,160464,140218,1,1,49.99,19.49
9035,2013-12-02 10:03:18.000,160481,140235,1,1,49.99,19.49
9036,2013-12-02 10:06:49.000,160477,140231,1,1,49.99,19.49
9037,2013-12-02 10:14:46.000,160496,140250,1,1,49.99,19.49
9038,2013-12-02 10:15:42.000,160512,140265,2,1,59.99,22.49
9039,2013-12-02 10:17:10.000,160515,140268,1,1,49.99,19.49
9040,2013-12-02 10:18:46.000,160517,140270,1,1,49.99,19.49
9041,2013-12-02 10:22:21.000,160533,140284,1,1,49.99,19.49
9042,2013-12-02 10:25:25.000,160536,140287,1,1,49.99,19.49
9043,2013-12-02 10:28:02.000,160562,140313,1,1,49.99,19.49
9044,2013-12-02 10:34:42.000,160584,140334,1,2,109.98,41.98
9045,2013-12-02 10:39:57.000,160603,140353,1,1,49.99,19.49
9046,2013-12-02 10:55:57.000,160629,140378,1,1,49.99,19.49
9047,2013-12-02 10:58:46.000,160631,140380,1,1,49.99,19.49
9048,2013-12-02 11:07:15.000,160685,140433,1,1,49.99,19.49
9049,2013-12-02 11:08:16.000,160691,140439,1,1,49.99,19.49
9050,2013-12-02 11:10:20.000,160698,140446,1,1,49.99,19.49
9051,2013-12-02 11:20:48.000,160734,140482,1,1,49.99,19.49
9052,2013-12-02 11:36:54.000,160783,140529,2,1,59.99,22.49
9053,2013-12-02 11:42:07.000,160787,140533,2,1,59.99,22.49
9054,2013-12-02 11:45:25.000,160817,140563,1,1,49.99,19.49
9055,2013-12-02 11:46:40.000,160814,140560,1,1,49.99,19.49
9056,2013-12-02 11:49:20.000,160852,140598,1,1,49.99,19.49
9057,2013-12-02 11:57:53.000,160866,140612,2,1,59.99,22.49
9058,2013-12-02 11:59:40.000,160868,140614,1,1,49.99,19.49
9059,2013-12-02 12:02:28.000,160872,140618,2,1,59.99,22.49
9060,2013-12-02 12:02:56.000,160875,140621,1,1,49.99,19.49
9061,2013-12-02 12:03:33.000,160877,140623,1,1,49.99,19.49
9062,2013-12-02 12:06:47.000,160908,140654,1,1,49.99,19.49
9063,2013-12-02 12:11:44.000,160916,140662,2,1,59.99,22.49
9064,2013-12-02 12:14:55.000,160932,140677,1,1,49.99,19.49
9065,2013-12-02 12:16:54.000,160943,140688,2,1,59.99,22.49
9066,2013-12-02 12:18:54.000,160967,140712,1,1,49.99,19.49
9067,2013-12-02 12:20:25.000,160945,140690,1,1,49.99,19.49
9068,2013-12-02 12:22:04.000,160966,140711,1,1,49.99,19.49
9069,2013-12-02 12:22:09.000,160954,140699,1,1,49.99,19.49
9070,2013-12-02 12:36:29.000,161014,140758,1,1,49.99,19.49
9071,2013-12-02 12:37:57.000,161016,140760,1,1,49.99,19.49
9072,2013-12-02 12:41:02.000,161040,140784,1,1,49.99,19.49
9073,2013-12-02 12:59:30.000,161115,140857,1,1,49.99,19.49
9074,2013-12-02 13:12:45.000,161163,140904,1,1,49.99,19.49
9075,2013-12-02 13:17:20.000,161161,140902,1,1,49.99,19.49
9076,2013-12-02 13:25:04.000,161177,140918,1,1,49.99,19.49
9077,2013-12-02 13:27:24.000,161206,140947,1,1,49.99,19.49
9078,2013-12-02 13:28:46.000,161226,140967,2,1,59.99,22.49
9079,2013-12-02 13:40:35.000,161245,140986,1,1,49.99,19.49
9080,2013-12-02 13:54:54.000,161314,141053,1,1,49.99,19.49
9081,2013-12-02 13:55:03.000,161312,141051,1,1,49.99,19.49
9082,2013-12-02 13:57:04.000,161302,141041,1,1,49.99,19.49
9083,2013-12-02 13:58:31.000,161318,141057,1,1,49.99,19.49
9084,2013-12-02 14:09:31.000,161311,141050,1,1,49.99,19.49
9085,2013-12-02 14:10:08.000,161354,141093,2,1,59.99,22.49
9086,2013-12-02 14:11:59.000,161350,141089,1,1,49.99,19.49
9087,2013-12-02 14:15:28.000,161363,141102,1,1,49.99,19.49
9088,2013-12-02 14:35:33.000,161463,141201,1,1,49.99,19.49
9089,2013-12-02 15:08:29.000,161556,141292,1,1,49.99,19.49
9090,2013-12-02 15:16:49.000,161567,141303,1,1,49.99,19.49
9091,2013-12-02 15:28:17.000,161594,141330,1,1,49.99,19.49
9092,2013-12-02 15:51:43.000,161665,141400,2,1,59.99,22.49
9093,2013-12-02 15:59:53.000,161691,141425,1,1,49.99,19.49
9094,2013-12-02 16:05:35.000,161692,141426,1,1,49.99,19.49
9095,2013-12-02 16:13:18.000,161726,132467,1,1,49.99,19.49
9096,2013-12-02 16:26:54.000,161761,141494,1,1,49.99,19.49
9097,2013-12-02 16:44:04.000,161832,141563,2,1,59.99,22.49
9098,2013-12-02 16:50:39.000,161824,141555,1,1,49.99,19.49
9099,2013-12-02 17:03:46.000,161884,141614,1,1,49.99,19.49
9100,2013-12-02 17:10:41.000,161919,141649,1,1,49.99,19.49
9101,2013-12-02 17:13:23.000,161906,141636,2,1,59.99,22.49
9102,2013-12-02 17:15:04.000,161903,141633,1,1,49.99,19.49
9103,2013-12-02 17:20:46.000,161915,141645,2,1,59.99,22.49
9104,2013-12-02 17:25:45.000,161944,141672,1,1,49.99,19.49
9105,2013-12-02 17:28:16.000,161945,141673,1,1,49.99,19.49
9106,2013-12-02 17:37:03.000,161992,112611,1,1,49.99,19.49
9107,2013-12-02 17:38:43.000,162012,141739,1,1,49.99,19.49
9108,2013-12-02 17:41:03.000,162003,141730,1,1,49.99,19.49
9109,2013-12-02 17:41:33.000,162018,141745,1,1,49.99,19.49
9110,2013-12-02 17:51:38.000,162036,141762,1,1,49.99,19.49
9111,2013-12-02 18:01:01.000,162066,141792,1,1,49.99,19.49
9112,2013-12-02 18:11:57.000,162104,141830,2,1,59.99,22.49
9113,2013-12-02 18:21:46.000,162130,141856,1,1,49.99,19.49
9114,2013-12-02 18:24:22.000,162137,141862,1,1,49.99,19.49
9115,2013-12-02 18:30:01.000,162156,141881,1,1,49.99,19.49
9116,2013-12-02 18:36:24.000,162157,141882,2,1,59.99,22.49
9117,2013-12-02 18:44:59.000,162164,141889,1,1,49.99,19.49
9118,2013-12-02 18:59:53.000,162237,141960,2,1,59.99,22.49
9119,2013-12-02 19:01:24.000,162238,141961,1,1,49.99,19.49
9120,2013-12-02 19:03:36.000,162219,141942,1,1,49.99,19.49
9121,2013-12-02 19:16:05.000,162248,141971,1,1,49.99,19.49
9122,2013-12-02 19:29:03.000,162280,142002,2,1,59.99,22.49
9123,2013-12-02 19:34:30.000,162293,142014,1,1,49.99,19.49
9124,2013-12-02 19:36:35.000,162286,142007,1,1,49.99,19.49
9125,2013-12-02 19:39:02.000,162303,142024,1,1,49.99,19.49
9126,2013-12-02 19:58:02.000,162349,142069,1,1,49.99,19.49
9127,2013-12-02 19:58:28.000,162320,142041,1,1,49.99,19.49
9128,2013-12-02 20:10:32.000,162366,142086,1,1,49.99,19.49
9129,2013-12-02 20:24:31.000,162389,142109,1,1,49.99,19.49
9130,2013-12-02 20:24:32.000,162393,142113,1,1,49.99,19.49
9131,2013-12-02 20:37:15.000,162421,142139,1,1,49.99,19.49
9132,2013-12-02 20:40:40.000,162410,142129,1,1,49.99,19.49
9133,2013-12-02 20:50:41.000,162429,142147,1,1,49.99,19.49
9134,2013-12-02 20:50:41.000,162438,142156,1,1,49.99,19.49
9135,2013-12-02 21:15:41.000,162495,142213,1,1,49.99,19.49
9136,2013-12-02 21:15:52.000,162498,142216,1,1,49.99,19.49
9137,2013-12-02 21:24:40.000,162502,142220,1,1,49.99,19.49
9138,2013-12-02 21:34:19.000,162523,142238,1,1,49.99,19.49
9139,2013-12-02 21:38:34.000,162517,142233,1,1,49.99,19.49
9140,2013-12-02 21:43:24.000,162541,142256,1,1,49.99,19.49
9141,2013-12-02 22:06:06.000,162582,142297,1,1,49.99,19.49
9142,2013-12-02 22:11:50.000,162594,142309,2,1,59.99,22.49
9143,2013-12-02 22:22:09.000,162623,142337,1,1,49.99,19.49
9144,2013-12-02 22:23:24.000,162613,142327,1,1,49.99,19.49
9145,2013-12-02 22:35:33.000,162627,142341,1,1,49.99,19.49
9146,2013-12-02 22:36:45.000,162632,142346,1,1,49.99,19.49
9147,2013-12-02 22:40:13.000,162641,142354,1,1,49.99,19.49
9148,2013-12-02 22:55:11.000,162670,142381,1,1,49.99,19.49
9149,2013-12-02 23:06:42.000,162681,142392,1,1,49.99,19.49
9150,2013-12-02 23:15:03.000,162694,142405,2,1,59.99,22.49
9151,2013-12-02 23:24:45.000,162699,142410,1,1,49.99,19.49
9152,2013-12-03 00:07:01.000,162779,142489,1,2,109.98,41.98
9153,2013-12-03 00:07:59.000,162767,142478,1,1,49.99,19.49
9154,2013-12-03 00:08:45.000,162770,142480,1,1,49.99,19.49
9155,2013-12-03 00:12:50.000,162781,142491,1,1,49.99,19.49
9156,2013-12-03 00:19:11.000,162782,142492,2,1,59.99,22.49
9157,2013-12-03 04:31:14.000,162806,142513,1,1,49.99,19.49
9158,2013-12-03 07:38:02.000,162825,142523,1,1,49.99,19.49
9159,2013-12-03 09:46:39.000,162850,142547,1,1,49.99,19.49
9160,2013-12-03 10:41:25.000,162873,123585,1,1,49.99,19.49
9161,2013-12-03 11:49:16.000,162902,142589,1,1,49.99,19.49
9162,2013-12-03 12:02:02.000,162905,136964,1,1,49.99,19.49
9163,2013-12-03 12:33:15.000,162920,133092,1,2,109.98,41.98
9164,2013-12-03 12:35:29.000,162921,142604,1,1,49.99,19.49
9165,2013-12-03 12:38:48.000,162919,142603,1,1,49.99,19.49
9166,2013-12-03 13:09:06.000,162939,142620,1,1,49.99,19.49
9167,2013-12-03 13:23:35.000,162944,142625,1,1,49.99,19.49
9168,2013-12-03 13:47:25.000,162955,142633,1,1,49.99,19.49
9169,2013-12-03 14:02:21.000,162964,142639,1,1,49.99,19.49
9170,2013-12-03 15:57:18.000,163001,142668,1,1,49.99,19.49
9171,2013-12-03 16:01:33.000,163004,137413,2,1,59.99,22.49
9172,2013-12-03 16:20:28.000,163014,142677,1,1,49.99,19.49
9173,2013-12-03 16:20:46.000,163012,142675,2,1,59.99,22.49
9174,2013-12-03 17:23:09.000,163043,139158,1,1,49.99,19.49
9175,2013-12-03 17:31:41.000,163048,116390,1,1,49.99,19.49
9176,2013-12-03 18:06:40.000,163062,142708,1,1,49.99,19.49
9177,2013-12-03 18:41:12.000,163078,142718,1,1,49.99,19.49
9178,2013-12-03 19:13:15.000,163081,127391,1,1,49.99,19.49
9179,2013-12-03 23:11:02.000,163123,142754,1,1,49.99,19.49
9180,2013-12-04 00:46:49.000,163142,142770,1,1,49.99,19.49
9181,2013-12-04 02:45:12.000,163154,142780,1,1,49.99,19.49
9182,2013-12-04 07:54:26.000,163200,142816,1,1,49.99,19.49
9183,2013-12-04 08:08:58.000,163201,142817,1,1,49.99,19.49
9184,2013-12-04 09:53:58.000,163241,142848,1,1,49.99,19.49
9185,2013-12-04 10:29:00.000,163257,142862,1,1,49.99,19.49
9186,2013-12-04 13:32:50.000,163352,125627,1,1,49.99,19.49
9187,2013-12-04 14:50:56.000,163388,142962,1,1,49.99,19.49
9188,2013-12-04 14:56:34.000,163396,142970,1,1,49.99,19.49
9189,2013-12-04 15:01:39.000,163398,142972,1,1,49.99,19.49
9190,2013-12-04 15:12:23.000,163406,142978,1,1,49.99,19.49
9191,2013-12-04 15:27:23.000,163417,142985,2,1,59.99,22.49
9192,2013-12-04 16:00:56.000,163428,120908,1,1,49.99,19.49
9193,2013-12-04 16:21:18.000,163434,142996,1,1,49.99,19.49
9194,2013-12-04 16:24:46.000,163437,142999,1,1,49.99,19.49
9195,2013-12-04 17:00:58.000,163451,143012,1,1,49.99,19.49
9196,2013-12-04 17:04:22.000,163452,143013,1,1,49.99,19.49
9197,2013-12-04 17:25:34.000,163465,143022,1,1,49.99,19.49
9198,2013-12-04 17:36:41.000,163472,143029,1,1,49.99,19.49
9199,2013-12-04 18:20:12.000,163497,130873,1,1,49.99,19.49
9200,2013-12-04 18:21:49.000,163498,143051,1,1,49.99,19.49
9201,2013-12-04 19:46:38.000,163526,118752,1,1,49.99,19.49
9202,2013-12-04 19:46:39.000,163522,143066,1,1,49.99,19.49
9203,2013-12-04 20:40:23.000,163540,143080,1,1,49.99,19.49
9204,2013-12-04 22:57:44.000,163577,143111,1,1,49.99,19.49
9205,2013-12-04 23:42:34.000,163588,143119,1,1,49.99,19.49
9206,2013-12-05 00:01:41.000,163591,143121,1,1,49.99,19.49
9207,2013-12-05 00:52:12.000,163598,143126,1,1,49.99,19.49
9208,2013-12-05 02:14:29.000,163610,143135,1,1,49.99,19.49
9209,2013-12-05 02:18:37.000,163612,143137,1,1,49.99,19.49
9210,2013-12-05 03:17:43.000,163622,143147,2,1,59.99,22.49
9211,2013-12-05 03:41:28.000,163624,143148,1,1,49.99,19.49
9212,2013-12-05 04:44:36.000,163633,143155,1,1,49.99,19.49
9213,2013-12-05 05:08:29.000,163635,143157,1,1,49.99,19.49
9214,2013-12-05 05:23:31.000,163639,143160,1,1,49.99,19.49
9215,2013-12-05 08:22:12.000,163656,143174,2,1,59.99,22.49
9216,2013-12-05 08:52:30.000,163670,113853,1,1,49.99,19.49
9217,2013-12-05 10:09:11.000,163700,143212,2,1,59.99,22.49
9218,2013-12-05 10:10:08.000,163701,143213,1,1,49.99,19.49
9219,2013-12-05 13:01:14.000,163772,129198,1,1,49.99,19.49
9220,2013-12-05 13:17:04.000,163776,113596,1,1,49.99,19.49
9221,2013-12-05 13:25:48.000,163778,143273,1,1,49.99,19.49
9222,2013-12-05 13:50:20.000,163790,143281,2,1,59.99,22.49
9223,2013-12-05 14:03:05.000,163794,117527,1,1,49.99,19.49
9224,2013-12-05 16:28:17.000,163843,143325,1,1,49.99,19.49
9225,2013-12-05 16:35:36.000,163845,143327,1,1,49.99,19.49
9226,2013-12-05 16:37:33.000,163846,143328,1,1,49.99,19.49
9227,2013-12-05 17:08:24.000,163859,143341,1,1,49.99,19.49
9228,2013-12-05 17:22:24.000,163866,143348,1,1,49.99,19.49
9229,2013-12-05 17:41:47.000,163873,119508,1,1,49.99,19.49
9230,2013-12-05 20:56:04.000,163927,143392,1,1,49.99,19.49
9231,2013-12-05 21:36:01.000,163940,143404,1,1,49.99,19.49
9232,2013-12-05 23:05:15.000,163956,143415,1,1,49.99,19.49
9233,2013-12-05 23:55:45.000,163964,139011,1,1,49.99,19.49
9234,2013-12-06 02:54:41.000,163989,143441,1,1,49.99,19.49
9235,2013-12-06 05:49:55.000,164005,143456,1,1,49.99,19.49
9236,2013-12-06 09:47:42.000,164043,143483,1,1,49.99,19.49
9237,2013-12-06 10:10:51.000,164052,143491,1,1,49.99,19.49
9238,2013-12-06 10:17:36.000,164056,143494,2,1,59.99,22.49
9239,2013-12-06 10:41:48.000,164061,143498,2,1,59.99,22.49
9240,2013-12-06 10:47:54.000,164066,143502,1,1,49.99,19.49
9241,2013-12-06 12:04:59.000,164096,143523,1,1,49.99,19.49
9242,2013-12-06 12:09:42.000,164098,133060,1,1,49.99,19.49
9243,2013-12-06 12:10:01.000,164099,143525,1,1,49.99,19.49
9244,2013-12-06 12:11:56.000,164097,143524,1,1,49.99,19.49
9245,2013-12-06 12:45:25.000,164112,132826,1,1,49.99,19.49
9246,2013-12-06 12:56:56.000,164117,143538,1,1,49.99,19.49
9247,2013-12-06 13:19:56.000,164125,124495,1,1,49.99,19.49
9248,2013-12-06 14:52:23.000,164156,137437,1,1,49.99,19.49
9249,2013-12-06 14:52:35.000,164153,143566,2,1,59.99,22.49
9250,2013-12-06 16:44:31.000,164209,112783,2,1,59.99,22.49
9251,2013-12-06 17:33:03.000,164229,131494,2,1,59.99,22.49
9252,2013-12-06 17:35:44.000,164233,129214,1,1,49.99,19.49
9253,2013-12-06 17:36:35.000,164228,143628,1,1,49.99,19.49
9254,2013-12-06 19:12:14.000,164255,143649,1,1,49.99,19.49
9255,2013-12-06 21:12:11.000,164275,112814,1,1,49.99,19.49
9256,2013-12-06 21:19:32.000,164277,143666,1,1,49.99,19.49
9257,2013-12-06 21:26:22.000,164279,143668,1,1,49.99,19.49
9258,2013-12-07 01:30:58.000,164314,143694,1,1,49.99,19.49
9259,2013-12-07 02:03:57.000,164315,143695,1,1,49.99,19.49
9260,2013-12-07 03:16:50.000,164322,143700,1,1,49.99,19.49
9261,2013-12-07 05:13:13.000,164328,143705,1,1,49.99,19.49
9262,2013-12-07 12:16:59.000,164381,119886,1,1,49.99,19.49
9263,2013-12-07 12:21:32.000,164382,143749,1,1,49.99,19.49
9264,2013-12-07 14:53:02.000,164412,131813,1,1,49.99,19.49
9265,2013-12-07 15:29:35.000,164426,143781,2,1,59.99,22.49
9266,2013-12-07 16:31:14.000,164438,143791,1,1,49.99,19.49
9267,2013-12-08 02:30:42.000,164488,143827,1,1,49.99,19.49
9268,2013-12-08 02:50:21.000,164490,143829,1,1,49.99,19.49
9269,2013-12-08 04:29:22.000,164497,143835,1,1,49.99,19.49
9270,2013-12-08 09:49:02.000,164531,143864,1,2,109.98,41.98
9271,2013-12-08 09:53:27.000,164532,125184,1,1,49.99,19.49
9272,2013-12-08 12:27:28.000,164553,143881,1,1,49.99,19.49
9273,2013-12-08 13:47:34.000,164565,143892,1,1,49.99,19.49
9274,2013-12-08 14:06:09.000,164571,143898,1,1,49.99,19.49
9275,2013-12-08 14:20:43.000,164574,143901,2,1,59.99,22.49
9276,2013-12-08 15:29:24.000,164586,143911,1,1,49.99,19.49
9277,2013-12-08 16:05:57.000,164597,142074,1,1,49.99,19.49
9278,2013-12-08 20:51:50.000,164657,143968,1,1,49.99,19.49
9279,2013-12-08 22:17:34.000,164675,143981,1,1,49.99,19.49
9280,2013-12-08 22:44:16.000,164689,143993,1,1,49.99,19.49
9281,2013-12-08 23:23:26.000,164701,125299,1,1,49.99,19.49
9282,2013-12-09 00:20:07.000,164717,144012,1,1,49.99,19.49
9283,2013-12-09 01:05:07.000,164727,144022,1,1,49.99,19.49
9284,2013-12-09 02:59:36.000,164750,144042,2,1,59.99,22.49
9285,2013-12-09 03:22:42.000,164755,144046,1,1,49.99,19.49
9286,2013-12-09 07:18:15.000,164794,129052,1,1,49.99,19.49
